"Plot Title: Depth_872_LowSGD"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810872, SEN S/N: 20810872)","Temp, °C (LGR S/N: 20810872, SEN S/N: 20810872)","Water Level, meters (LGR S/N: 20810872)"
5700,03/22/23 04:05:00 AM,106.434,29.252,0.514
5701,03/22/23 04:10:00 AM,106.240,29.252,0.495
5702,03/22/23 04:15:00 AM,106.175,29.252,0.489
5703,03/22/23 04:20:00 AM,106.013,29.252,0.473
5704,03/22/23 04:25:00 AM,105.835,29.252,0.455
5705,03/22/23 04:30:00 AM,105.641,29.252,0.436
5706,03/22/23 04:35:00 AM,105.574,29.152,0.429
5707,03/22/23 04:40:00 AM,105.703,29.152,0.442
5708,03/22/23 04:45:00 AM,105.703,29.152,0.442
5709,03/22/23 04:50:00 AM,105.380,29.152,0.410
5710,03/22/23 04:55:00 AM,105.396,29.152,0.411
5711,03/22/23 05:00:00 AM,105.413,29.152,0.413
5712,03/22/23 05:05:00 AM,104.976,29.152,0.369
5713,03/22/23 05:10:00 AM,105.138,29.152,0.386
5714,03/22/23 05:15:00 AM,105.006,29.053,0.372
5715,03/22/23 05:20:00 AM,105.103,29.053,0.382
5716,03/22/23 05:25:00 AM,104.941,29.053,0.366
5717,03/22/23 05:30:00 AM,104.699,29.053,0.342
5718,03/22/23 05:35:00 AM,104.828,29.053,0.355
5719,03/22/23 05:40:00 AM,104.860,29.053,0.358
5720,03/22/23 05:45:00 AM,104.893,29.053,0.361
5721,03/22/23 05:50:00 AM,104.602,29.053,0.332
5722,03/22/23 05:55:00 AM,104.570,29.053,0.329
5723,03/22/23 06:00:00 AM,104.473,29.053,0.319
5724,03/22/23 06:05:00 AM,104.616,28.953,0.334
5725,03/22/23 06:10:00 AM,104.567,28.953,0.329
5726,03/22/23 06:15:00 AM,104.567,28.953,0.329
5727,03/22/23 06:20:00 AM,104.486,28.953,0.321
5728,03/22/23 06:25:00 AM,104.438,28.953,0.316
5729,03/22/23 06:30:00 AM,104.422,28.953,0.314
5730,03/22/23 06:35:00 AM,104.389,28.953,0.311
5731,03/22/23 06:40:00 AM,104.341,28.953,0.306
5732,03/22/23 06:45:00 AM,104.389,28.953,0.311
5733,03/22/23 06:50:00 AM,104.341,28.953,0.306
5734,03/22/23 06:55:00 AM,104.406,28.953,0.313
5735,03/22/23 07:00:00 AM,104.406,28.953,0.313
5736,03/22/23 07:05:00 AM,104.309,28.953,0.303
5737,03/22/23 07:10:00 AM,104.406,28.953,0.313
5738,03/22/23 07:15:00 AM,104.440,29.053,0.316
5739,03/22/23 07:20:00 AM,104.554,29.053,0.327
5740,03/22/23 07:25:00 AM,104.618,29.053,0.334
5741,03/22/23 07:30:00 AM,104.505,29.053,0.323
5742,03/22/23 07:35:00 AM,104.540,29.152,0.326
5743,03/22/23 07:40:00 AM,104.540,29.152,0.326
5744,03/22/23 07:45:00 AM,104.637,29.152,0.336
5745,03/22/23 07:50:00 AM,104.685,29.152,0.340
5746,03/22/23 07:55:00 AM,104.863,29.152,0.358
5747,03/22/23 08:00:00 AM,104.669,29.152,0.339
5748,03/22/23 08:05:00 AM,104.801,29.252,0.352
5749,03/22/23 08:10:00 AM,104.801,29.252,0.352
5750,03/22/23 08:15:00 AM,104.866,29.252,0.358
5751,03/22/23 08:20:00 AM,104.949,29.352,0.367
5752,03/22/23 08:25:00 AM,104.981,29.352,0.370
5753,03/22/23 08:30:00 AM,104.952,29.452,0.367
5754,03/22/23 08:35:00 AM,105.146,29.452,0.386
5755,03/22/23 08:40:00 AM,105.181,29.552,0.390
5756,03/22/23 08:45:00 AM,105.132,29.552,0.385
5757,03/22/23 08:50:00 AM,105.167,29.652,0.388
5758,03/22/23 08:55:00 AM,105.154,29.752,0.387
5759,03/22/23 09:00:00 AM,105.412,29.752,0.413
5760,03/22/23 09:05:00 AM,105.480,29.853,0.420
5761,03/22/23 09:10:00 AM,105.480,29.853,0.420
5762,03/22/23 09:15:00 AM,105.722,29.853,0.444
5763,03/22/23 09:20:00 AM,105.660,29.953,0.437
5764,03/22/23 09:25:00 AM,105.873,30.054,0.459
5765,03/22/23 09:30:00 AM,105.808,30.054,0.452
5766,03/22/23 09:35:00 AM,105.905,30.054,0.462
5767,03/22/23 09:40:00 AM,105.811,30.154,0.452
5768,03/22/23 09:45:00 AM,105.911,30.255,0.462
5769,03/22/23 09:50:00 AM,106.056,30.255,0.477
5770,03/22/23 09:55:00 AM,106.156,30.356,0.487
5771,03/22/23 10:00:00 AM,106.091,30.356,0.480
5772,03/22/23 10:05:00 AM,106.207,30.457,0.492
5773,03/22/23 10:10:00 AM,106.159,30.457,0.487
5774,03/22/23 10:15:00 AM,106.242,30.558,0.495
5775,03/22/23 10:20:00 AM,106.310,30.659,0.502
5776,03/22/23 10:25:00 AM,106.485,30.558,0.520
5777,03/22/23 10:30:00 AM,106.245,30.659,0.496
5778,03/22/23 10:35:00 AM,106.652,30.760,0.536
5779,03/22/23 10:40:00 AM,106.830,30.760,0.554
5780,03/22/23 10:45:00 AM,106.911,30.760,0.562
5781,03/22/23 10:50:00 AM,106.927,30.760,0.563
5782,03/22/23 10:55:00 AM,107.286,30.862,0.599
5783,03/22/23 11:00:00 AM,107.189,30.862,0.590
5784,03/22/23 11:05:00 AM,107.173,30.862,0.588
5785,03/22/23 11:10:00 AM,106.992,30.760,0.570
5786,03/22/23 11:15:00 AM,107.041,30.760,0.575
5787,03/22/23 11:20:00 AM,107.464,30.862,0.617
5788,03/22/23 11:25:00 AM,107.367,30.862,0.607
5789,03/22/23 11:30:00 AM,107.305,30.963,0.601
5790,03/22/23 11:35:00 AM,107.548,30.963,0.625
5791,03/22/23 11:40:00 AM,107.578,30.862,0.628
5792,03/22/23 11:45:00 AM,107.643,30.862,0.635
5793,03/22/23 11:50:00 AM,107.270,30.862,0.598
5794,03/22/23 11:55:00 AM,107.610,30.862,0.631
5795,03/22/23 12:00:00 PM,107.807,30.963,0.651
5796,03/22/23 12:05:00 PM,107.516,30.963,0.622
5797,03/22/23 12:10:00 PM,107.775,30.963,0.648
5798,03/22/23 12:15:00 PM,108.212,30.963,0.691
5799,03/22/23 12:20:00 PM,107.629,30.963,0.633
5800,03/22/23 12:25:00 PM,107.597,30.963,0.630
5801,03/22/23 12:30:00 PM,107.856,30.963,0.656
5802,03/22/23 12:35:00 PM,107.807,30.963,0.651
5803,03/22/23 12:40:00 PM,107.969,30.963,0.667
5804,03/22/23 12:45:00 PM,107.691,30.862,0.639
5805,03/22/23 12:50:00 PM,107.869,30.862,0.657
5806,03/22/23 12:55:00 PM,107.918,30.862,0.662
5807,03/22/23 01:00:00 PM,107.869,30.862,0.657
5808,03/22/23 01:05:00 PM,107.564,30.963,0.627
5809,03/22/23 01:10:00 PM,107.643,30.862,0.635
5810,03/22/23 01:15:00 PM,107.724,30.862,0.643
5811,03/22/23 01:20:00 PM,108.277,30.963,0.698
5812,03/22/23 01:25:00 PM,107.937,30.963,0.664
5813,03/22/23 01:30:00 PM,107.678,30.963,0.638
5814,03/22/23 01:35:00 PM,107.662,30.963,0.637
5815,03/22/23 01:40:00 PM,107.629,30.963,0.633
5816,03/22/23 01:45:00 PM,107.483,30.963,0.619
5817,03/22/23 01:50:00 PM,107.710,30.963,0.641
5818,03/22/23 01:55:00 PM,107.467,30.963,0.617
5819,03/22/23 02:00:00 PM,107.648,31.064,0.635
5820,03/22/23 02:05:00 PM,107.243,31.064,0.595
5821,03/22/23 02:10:00 PM,107.567,31.064,0.627
5822,03/22/23 02:15:00 PM,107.405,31.064,0.611
5823,03/22/23 02:20:00 PM,107.214,31.166,0.592
5824,03/22/23 02:25:00 PM,107.292,31.064,0.600
5825,03/22/23 02:30:00 PM,107.003,31.166,0.571
5826,03/22/23 02:35:00 PM,107.230,31.166,0.594
5827,03/22/23 02:40:00 PM,106.728,31.166,0.544
5828,03/22/23 02:45:00 PM,106.903,31.064,0.561
5829,03/22/23 02:50:00 PM,106.887,31.064,0.560
5830,03/22/23 02:55:00 PM,106.628,31.064,0.534
5831,03/22/23 03:00:00 PM,106.693,31.064,0.540
5832,03/22/23 03:05:00 PM,106.499,31.064,0.521
5833,03/22/23 03:10:00 PM,106.353,31.064,0.506
5834,03/22/23 03:15:00 PM,106.210,31.166,0.492
5835,03/22/23 03:20:00 PM,106.388,31.166,0.510
5836,03/22/23 03:25:00 PM,106.275,31.166,0.499
5837,03/22/23 03:30:00 PM,106.032,31.166,0.474
5838,03/22/23 03:35:00 PM,105.903,31.166,0.462
5839,03/22/23 03:40:00 PM,106.081,31.166,0.479
5840,03/22/23 03:45:00 PM,105.938,31.268,0.465
5841,03/22/23 03:50:00 PM,106.035,31.268,0.475
5842,03/22/23 03:55:00 PM,105.841,31.268,0.455
5843,03/22/23 04:00:00 PM,105.727,31.268,0.444
5844,03/22/23 04:05:00 PM,105.760,31.268,0.447
5845,03/22/23 04:10:00 PM,105.595,31.166,0.431
5846,03/22/23 04:15:00 PM,105.498,31.166,0.421
5847,03/22/23 04:20:00 PM,105.466,31.166,0.418
5848,03/22/23 04:25:00 PM,105.320,31.166,0.404
5849,03/22/23 04:30:00 PM,105.272,31.166,0.399
5850,03/22/23 04:35:00 PM,105.239,31.166,0.396
5851,03/22/23 04:40:00 PM,105.175,31.166,0.389
5852,03/22/23 04:45:00 PM,105.142,31.166,0.386
5853,03/22/23 04:50:00 PM,105.159,31.166,0.388
5854,03/22/23 04:55:00 PM,104.835,31.166,0.355
5855,03/22/23 05:00:00 PM,105.045,31.166,0.376
5856,03/22/23 05:05:00 PM,104.916,31.166,0.363
5857,03/22/23 05:10:00 PM,104.851,31.166,0.357
5858,03/22/23 05:15:00 PM,104.722,31.166,0.344
5859,03/22/23 05:20:00 PM,104.493,31.064,0.321
5860,03/22/23 05:25:00 PM,104.574,31.064,0.329
5861,03/22/23 05:30:00 PM,104.623,31.064,0.334
5862,03/22/23 05:35:00 PM,104.558,31.064,0.328
5863,03/22/23 05:40:00 PM,104.380,31.064,0.310
5864,03/22/23 05:45:00 PM,104.412,31.064,0.313
5865,03/22/23 05:50:00 PM,104.542,31.064,0.326
5866,03/22/23 05:55:00 PM,104.299,31.064,0.302
5867,03/22/23 06:00:00 PM,104.348,31.064,0.307
5868,03/22/23 06:05:00 PM,104.264,30.963,0.299
5869,03/22/23 06:10:00 PM,104.248,30.963,0.297
5870,03/22/23 06:15:00 PM,104.297,30.963,0.302
5871,03/22/23 06:20:00 PM,104.151,30.963,0.287
5872,03/22/23 06:25:00 PM,104.297,30.963,0.302
5873,03/22/23 06:30:00 PM,104.167,30.963,0.289
5874,03/22/23 06:35:00 PM,104.264,30.963,0.299
5875,03/22/23 06:40:00 PM,104.294,30.862,0.302
5876,03/22/23 06:45:00 PM,104.149,30.862,0.287
5877,03/22/23 06:50:00 PM,104.116,30.862,0.284
5878,03/22/23 06:55:00 PM,104.181,30.862,0.290
5879,03/22/23 07:00:00 PM,104.229,30.862,0.295
5880,03/22/23 07:05:00 PM,104.132,30.862,0.285
5881,03/22/23 07:10:00 PM,104.227,30.760,0.295
5882,03/22/23 07:15:00 PM,104.275,30.760,0.300
5883,03/22/23 07:20:00 PM,104.130,30.760,0.285
5884,03/22/23 07:25:00 PM,104.081,30.760,0.280
5885,03/22/23 07:30:00 PM,104.098,30.760,0.282
5886,03/22/23 07:35:00 PM,104.114,30.760,0.284
5887,03/22/23 07:40:00 PM,104.308,30.760,0.303
5888,03/22/23 07:45:00 PM,104.240,30.659,0.296
5889,03/22/23 07:50:00 PM,104.063,30.659,0.279
5890,03/22/23 07:55:00 PM,104.143,30.659,0.287
5891,03/22/23 08:00:00 PM,104.224,30.659,0.295
5892,03/22/23 08:05:00 PM,104.273,30.659,0.299
5893,03/22/23 08:10:00 PM,104.531,30.659,0.325
5894,03/22/23 08:15:00 PM,104.547,30.659,0.327
5895,03/22/23 08:20:00 PM,104.464,30.558,0.318
5896,03/22/23 08:25:00 PM,104.641,30.558,0.336
5897,03/22/23 08:30:00 PM,104.609,30.558,0.333
5898,03/22/23 08:35:00 PM,104.738,30.558,0.346
5899,03/22/23 08:40:00 PM,104.900,30.558,0.362
5900,03/22/23 08:45:00 PM,104.868,30.558,0.359
5901,03/22/23 08:50:00 PM,104.720,30.457,0.344
5902,03/22/23 08:55:00 PM,105.075,30.457,0.379
5903,03/22/23 09:00:00 PM,104.962,30.457,0.368
5904,03/22/23 09:05:00 PM,105.027,30.457,0.374
5905,03/22/23 09:10:00 PM,105.043,30.457,0.376
5906,03/22/23 09:15:00 PM,105.237,30.457,0.395
5907,03/22/23 09:20:00 PM,105.283,30.356,0.400
5908,03/22/23 09:25:00 PM,105.428,30.356,0.414
5909,03/22/23 09:30:00 PM,105.331,30.356,0.405
5910,03/22/23 09:35:00 PM,105.574,30.356,0.429
5911,03/22/23 09:40:00 PM,105.622,30.356,0.434
5912,03/22/23 09:45:00 PM,105.590,30.356,0.430
5913,03/22/23 09:50:00 PM,105.622,30.356,0.434
5914,03/22/23 09:55:00 PM,105.911,30.255,0.462
5915,03/22/23 10:00:00 PM,105.797,30.255,0.451
5916,03/22/23 10:05:00 PM,106.153,30.255,0.486
5917,03/22/23 10:10:00 PM,105.959,30.255,0.467
5918,03/22/23 10:15:00 PM,106.428,30.255,0.514
5919,03/22/23 10:20:00 PM,106.315,30.255,0.503
5920,03/22/23 10:25:00 PM,106.426,30.154,0.514
5921,03/22/23 10:30:00 PM,106.701,30.154,0.541
5922,03/22/23 10:35:00 PM,106.490,30.154,0.520
5923,03/22/23 10:40:00 PM,106.620,30.154,0.533
5924,03/22/23 10:45:00 PM,106.798,30.154,0.551
5925,03/22/23 10:50:00 PM,106.976,30.154,0.568
5926,03/22/23 10:55:00 PM,107.024,30.154,0.573
5927,03/22/23 11:00:00 PM,106.943,30.154,0.565
5928,03/22/23 11:05:00 PM,107.073,30.154,0.578
5929,03/22/23 11:10:00 PM,107.024,30.154,0.573
5930,03/22/23 11:15:00 PM,107.138,30.154,0.584
5931,03/22/23 11:20:00 PM,107.297,30.054,0.600
5932,03/22/23 11:25:00 PM,107.329,30.054,0.603
5933,03/22/23 11:30:00 PM,107.443,30.054,0.615
5934,03/22/23 11:35:00 PM,107.459,30.054,0.616
5935,03/22/23 11:40:00 PM,107.426,30.054,0.613
5936,03/22/23 11:45:00 PM,107.686,30.054,0.639
5937,03/22/23 11:50:00 PM,107.672,30.154,0.638
5938,03/22/23 11:55:00 PM,107.702,30.054,0.641
5939,03/23/23 12:00:00 AM,107.556,30.054,0.626
5940,03/23/23 12:05:00 AM,107.996,30.154,0.670
5941,03/23/23 12:10:00 AM,108.172,30.054,0.687
5942,03/23/23 12:15:00 AM,107.799,30.054,0.650
5943,03/23/23 12:20:00 AM,108.204,30.054,0.691
5944,03/23/23 12:25:00 AM,107.831,30.054,0.653
5945,03/23/23 12:30:00 AM,108.236,30.054,0.694
5946,03/23/23 12:35:00 AM,108.172,30.054,0.687
5947,03/23/23 12:40:00 AM,108.042,30.054,0.674
5948,03/23/23 12:45:00 AM,108.039,29.953,0.674
5949,03/23/23 12:50:00 AM,108.039,29.953,0.674
5950,03/23/23 12:55:00 AM,108.039,29.953,0.674
5951,03/23/23 01:00:00 AM,108.072,29.953,0.677
5952,03/23/23 01:05:00 AM,107.926,29.953,0.663
5953,03/23/23 01:10:00 AM,107.942,29.953,0.664
5954,03/23/23 01:15:00 AM,107.958,29.953,0.666
5955,03/23/23 01:20:00 AM,108.315,29.953,0.702
5956,03/23/23 01:25:00 AM,108.250,29.953,0.695
5957,03/23/23 01:30:00 AM,108.023,29.953,0.673
5958,03/23/23 01:35:00 AM,108.282,29.953,0.698
5959,03/23/23 01:40:00 AM,107.926,29.953,0.663
5960,03/23/23 01:45:00 AM,108.169,29.953,0.687
5961,03/23/23 01:50:00 AM,108.477,29.953,0.718
5962,03/23/23 01:55:00 AM,108.036,29.853,0.674
5963,03/23/23 02:00:00 AM,108.328,29.853,0.703
5964,03/23/23 02:05:00 AM,108.004,29.853,0.671
5965,03/23/23 02:10:00 AM,107.988,29.853,0.669
5966,03/23/23 02:15:00 AM,107.907,29.853,0.661
5967,03/23/23 02:20:00 AM,107.858,29.853,0.656
5968,03/23/23 02:25:00 AM,108.198,29.853,0.690
5969,03/23/23 02:30:00 AM,107.777,29.853,0.648
5970,03/23/23 02:35:00 AM,107.842,29.853,0.655
5971,03/23/23 02:40:00 AM,107.826,29.853,0.653
5972,03/23/23 02:45:00 AM,107.777,29.853,0.648
5973,03/23/23 02:50:00 AM,107.761,29.853,0.646
5974,03/23/23 02:55:00 AM,107.583,29.853,0.629
5975,03/23/23 03:00:00 AM,107.551,29.853,0.626
5976,03/23/23 03:05:00 AM,107.386,29.752,0.609
5977,03/23/23 03:10:00 AM,107.159,29.752,0.587
5978,03/23/23 03:15:00 AM,107.111,29.752,0.582
5979,03/23/23 03:20:00 AM,107.483,29.752,0.619
5980,03/23/23 03:25:00 AM,107.078,29.752,0.579
5981,03/23/23 03:30:00 AM,107.402,29.752,0.611
5982,03/23/23 03:35:00 AM,107.192,29.752,0.590
5983,03/23/23 03:40:00 AM,107.157,29.652,0.586
5984,03/23/23 03:45:00 AM,107.173,29.652,0.588
5985,03/23/23 03:50:00 AM,106.930,29.652,0.564
5986,03/23/23 03:55:00 AM,106.930,29.652,0.564
5987,03/23/23 04:00:00 AM,106.703,29.652,0.541
5988,03/23/23 04:05:00 AM,106.655,29.652,0.536
5989,03/23/23 04:10:00 AM,106.749,29.552,0.546
5990,03/23/23 04:15:00 AM,106.410,29.552,0.512
5991,03/23/23 04:20:00 AM,106.296,29.552,0.501
5992,03/23/23 04:25:00 AM,106.215,29.552,0.493
5993,03/23/23 04:30:00 AM,106.135,29.552,0.485
5994,03/23/23 04:35:00 AM,106.067,29.452,0.478
5995,03/23/23 04:40:00 AM,106.148,29.452,0.486
5996,03/23/23 04:45:00 AM,105.905,29.452,0.462
5997,03/23/23 04:50:00 AM,105.922,29.452,0.463
5998,03/23/23 04:55:00 AM,105.857,29.452,0.457
5999,03/23/23 05:00:00 AM,105.808,29.452,0.452
6000,03/23/23 05:05:00 AM,105.644,29.352,0.436
6001,03/23/23 05:10:00 AM,105.499,29.352,0.421
6002,03/23/23 05:15:00 AM,105.434,29.352,0.415
6003,03/23/23 05:20:00 AM,105.272,29.352,0.399
6004,03/23/23 05:25:00 AM,105.337,29.352,0.405
6005,03/23/23 05:30:00 AM,105.111,29.352,0.383
6006,03/23/23 05:35:00 AM,105.092,29.252,0.381
6007,03/23/23 05:40:00 AM,105.011,29.252,0.373
6008,03/23/23 05:45:00 AM,105.076,29.252,0.379
6009,03/23/23 05:50:00 AM,104.930,29.252,0.365
6010,03/23/23 05:55:00 AM,104.898,29.252,0.362
6011,03/23/23 06:00:00 AM,104.833,29.252,0.355
6012,03/23/23 06:05:00 AM,104.850,29.252,0.357
6013,03/23/23 06:10:00 AM,104.817,29.252,0.354
6014,03/23/23 06:15:00 AM,104.833,29.252,0.355
6015,03/23/23 06:20:00 AM,104.879,29.152,0.360
6016,03/23/23 06:25:00 AM,104.637,29.152,0.336
6017,03/23/23 06:30:00 AM,104.637,29.152,0.336
6018,03/23/23 06:35:00 AM,104.831,29.152,0.355
6019,03/23/23 06:40:00 AM,104.734,29.152,0.345
6020,03/23/23 06:45:00 AM,104.669,29.152,0.339
6021,03/23/23 06:50:00 AM,104.588,29.152,0.331
6022,03/23/23 06:55:00 AM,104.637,29.152,0.336
6023,03/23/23 07:00:00 AM,104.669,29.152,0.339
6024,03/23/23 07:05:00 AM,104.588,29.152,0.331
6025,03/23/23 07:10:00 AM,104.653,29.152,0.337
6026,03/23/23 07:15:00 AM,104.556,29.152,0.328
6027,03/23/23 07:20:00 AM,104.543,29.252,0.326
6028,03/23/23 07:25:00 AM,104.621,29.152,0.334
6029,03/23/23 07:30:00 AM,104.653,29.152,0.337
6030,03/23/23 07:35:00 AM,104.494,29.252,0.321
6031,03/23/23 07:40:00 AM,104.526,29.252,0.325
6032,03/23/23 07:45:00 AM,104.561,29.352,0.328
6033,03/23/23 07:50:00 AM,104.543,29.252,0.326
6034,03/23/23 07:55:00 AM,104.836,29.352,0.355
6035,03/23/23 08:00:00 AM,104.707,29.352,0.343
6036,03/23/23 08:05:00 AM,104.822,29.452,0.354
6037,03/23/23 08:10:00 AM,104.774,29.452,0.349
6038,03/23/23 08:15:00 AM,104.841,29.552,0.356
6039,03/23/23 08:20:00 AM,104.987,29.552,0.370
6040,03/23/23 08:25:00 AM,105.035,29.552,0.375
6041,03/23/23 08:30:00 AM,105.005,29.652,0.372
6042,03/23/23 08:35:00 AM,104.989,29.652,0.371
6043,03/23/23 08:40:00 AM,105.248,29.652,0.396
6044,03/23/23 08:45:00 AM,105.280,29.652,0.400
6045,03/23/23 08:50:00 AM,105.315,29.752,0.403
6046,03/23/23 08:55:00 AM,105.315,29.752,0.403
6047,03/23/23 09:00:00 AM,105.463,29.853,0.418
6048,03/23/23 09:05:00 AM,105.512,29.853,0.423
6049,03/23/23 09:10:00 AM,105.463,29.853,0.418
6050,03/23/23 09:15:00 AM,105.595,29.953,0.431
6051,03/23/23 09:20:00 AM,105.498,29.953,0.421
6052,03/23/23 09:25:00 AM,105.612,29.953,0.433
6053,03/23/23 09:30:00 AM,105.808,30.054,0.452
6054,03/23/23 09:35:00 AM,105.727,30.054,0.444
6055,03/23/23 09:40:00 AM,105.973,30.154,0.469
6056,03/23/23 09:45:00 AM,106.005,30.154,0.472
6057,03/23/23 09:50:00 AM,106.118,30.154,0.483
6058,03/23/23 09:55:00 AM,106.266,30.255,0.498
6059,03/23/23 10:00:00 AM,106.250,30.255,0.496
6060,03/23/23 10:05:00 AM,106.188,30.356,0.490
6061,03/23/23 10:10:00 AM,106.544,30.356,0.525
6062,03/23/23 10:15:00 AM,106.434,30.457,0.514
6063,03/23/23 10:20:00 AM,106.631,30.558,0.534
6064,03/23/23 10:25:00 AM,106.806,30.457,0.551
6065,03/23/23 10:30:00 AM,106.579,30.457,0.529
6066,03/23/23 10:35:00 AM,106.612,30.457,0.532
6067,03/23/23 10:40:00 AM,106.453,30.558,0.516
6068,03/23/23 10:45:00 AM,106.614,30.558,0.532
6069,03/23/23 10:50:00 AM,106.871,30.457,0.558
6070,03/23/23 10:55:00 AM,106.695,30.558,0.540
6071,03/23/23 11:00:00 AM,106.828,30.659,0.554
6072,03/23/23 11:05:00 AM,107.035,30.558,0.574
6073,03/23/23 11:10:00 AM,106.957,30.659,0.566
6074,03/23/23 11:15:00 AM,107.184,30.659,0.589
6075,03/23/23 11:20:00 AM,107.235,30.760,0.594
6076,03/23/23 11:25:00 AM,107.154,30.760,0.586
6077,03/23/23 11:30:00 AM,106.908,30.659,0.562
6078,03/23/23 11:35:00 AM,107.119,30.659,0.583
6079,03/23/23 11:40:00 AM,107.138,30.760,0.584
6080,03/23/23 11:45:00 AM,107.108,30.862,0.581
6081,03/23/23 11:50:00 AM,107.329,30.659,0.603
6082,03/23/23 11:55:00 AM,107.381,30.760,0.609
6083,03/23/23 12:00:00 PM,107.289,30.963,0.599
6084,03/23/23 12:05:00 PM,107.273,30.963,0.598
6085,03/23/23 12:10:00 PM,107.240,30.963,0.595
6086,03/23/23 12:15:00 PM,107.259,31.064,0.597
6087,03/23/23 12:20:00 PM,107.473,31.166,0.618
6088,03/23/23 12:25:00 PM,107.146,31.064,0.585
6089,03/23/23 12:30:00 PM,107.276,31.064,0.598
6090,03/23/23 12:35:00 PM,107.389,31.064,0.609
6091,03/23/23 12:40:00 PM,107.616,31.064,0.632
6092,03/23/23 12:45:00 PM,107.357,31.064,0.606
6093,03/23/23 12:50:00 PM,107.551,31.064,0.626
6094,03/23/23 12:55:00 PM,107.486,31.064,0.619
6095,03/23/23 01:00:00 PM,107.308,31.064,0.601
6096,03/23/23 01:05:00 PM,107.583,31.064,0.629
6097,03/23/23 01:10:00 PM,107.421,31.064,0.613
6098,03/23/23 01:15:00 PM,107.600,31.064,0.630
6099,03/23/23 01:20:00 PM,107.392,31.166,0.610
6100,03/23/23 01:25:00 PM,107.667,31.166,0.637
6101,03/23/23 01:30:00 PM,107.343,31.166,0.605
6102,03/23/23 01:35:00 PM,107.278,31.166,0.598
6103,03/23/23 01:40:00 PM,107.732,31.166,0.644
6104,03/23/23 01:45:00 PM,107.457,31.166,0.616
6105,03/23/23 01:50:00 PM,107.249,31.268,0.596
6106,03/23/23 01:55:00 PM,107.394,31.268,0.610
6107,03/23/23 02:00:00 PM,107.116,31.166,0.582
6108,03/23/23 02:05:00 PM,107.359,31.166,0.606
6109,03/23/23 02:10:00 PM,107.276,31.064,0.598
6110,03/23/23 02:15:00 PM,107.389,31.064,0.609
6111,03/23/23 02:20:00 PM,107.243,31.064,0.595
6112,03/23/23 02:25:00 PM,107.305,30.963,0.601
6113,03/23/23 02:30:00 PM,107.160,30.963,0.587
6114,03/23/23 02:35:00 PM,107.095,30.963,0.580
6115,03/23/23 02:40:00 PM,107.222,30.862,0.593
6116,03/23/23 02:45:00 PM,107.011,30.862,0.572
6117,03/23/23 02:50:00 PM,107.027,30.862,0.573
6118,03/23/23 02:55:00 PM,107.041,30.760,0.575
6119,03/23/23 03:00:00 PM,106.733,30.760,0.544
6120,03/23/23 03:05:00 PM,106.733,30.760,0.544
6121,03/23/23 03:10:00 PM,106.604,30.760,0.531
6122,03/23/23 03:15:00 PM,106.701,30.760,0.541
6123,03/23/23 03:20:00 PM,106.587,30.760,0.530
6124,03/23/23 03:25:00 PM,106.329,30.760,0.504
6125,03/23/23 03:30:00 PM,106.461,30.862,0.517
6126,03/23/23 03:35:00 PM,106.334,30.963,0.504
6127,03/23/23 03:40:00 PM,106.205,30.963,0.492
6128,03/23/23 03:45:00 PM,106.237,30.963,0.495
6129,03/23/23 03:50:00 PM,106.418,31.064,0.513
6130,03/23/23 03:55:00 PM,106.013,31.064,0.473
6131,03/23/23 04:00:00 PM,106.045,31.064,0.476
6132,03/23/23 04:05:00 PM,105.965,31.064,0.468
6133,03/23/23 04:10:00 PM,105.706,31.064,0.442
6134,03/23/23 04:15:00 PM,105.706,31.064,0.442
6135,03/23/23 04:20:00 PM,105.754,31.064,0.447
6136,03/23/23 04:25:00 PM,105.819,31.064,0.453
6137,03/23/23 04:30:00 PM,105.657,31.064,0.437
6138,03/23/23 04:35:00 PM,105.398,31.064,0.411
6139,03/23/23 04:40:00 PM,105.366,31.064,0.408
6140,03/23/23 04:45:00 PM,105.382,31.064,0.410
6141,03/23/23 04:50:00 PM,105.301,31.064,0.402
6142,03/23/23 04:55:00 PM,105.124,31.064,0.384
6143,03/23/23 05:00:00 PM,105.221,31.064,0.394
6144,03/23/23 05:05:00 PM,105.089,30.963,0.381
6145,03/23/23 05:10:00 PM,105.153,30.963,0.387
6146,03/23/23 05:15:00 PM,104.992,30.963,0.371
6147,03/23/23 05:20:00 PM,105.040,30.963,0.376
6148,03/23/23 05:25:00 PM,104.927,30.963,0.365
6149,03/23/23 05:30:00 PM,104.749,30.963,0.347
6150,03/23/23 05:35:00 PM,104.666,30.862,0.339
6151,03/23/23 05:40:00 PM,104.601,30.862,0.332
6152,03/23/23 05:45:00 PM,104.520,30.862,0.324
6153,03/23/23 05:50:00 PM,104.520,30.862,0.324
6154,03/23/23 05:55:00 PM,104.536,30.862,0.326
6155,03/23/23 06:00:00 PM,104.456,30.862,0.318
6156,03/23/23 06:05:00 PM,104.439,30.862,0.316
6157,03/23/23 06:10:00 PM,104.359,30.862,0.308
6158,03/23/23 06:15:00 PM,104.310,30.862,0.303
6159,03/23/23 06:20:00 PM,104.340,30.760,0.306
6160,03/23/23 06:25:00 PM,104.243,30.760,0.296
6161,03/23/23 06:30:00 PM,104.178,30.760,0.290
