SpeciesID,Sp,SpRep,AT,ET,delWeight.g,pWeight,delWeight.g_norm,delTopLength.cm,pLength,delVolume.ml,pVolume
TO2HL,TO,2,HIGH,LOW,-2.4505000000000003,-41.931895961670094,-2.4505000000000003,-2.2,-34.920634920634924,5,100
TO2LH,TO,2,LOW,HIGH,3.949200000000001,76.23938223938227,3.949200000000001,2.9000000000000004,48.33333333333334,10,200
TO2LL,TO,2,LOW,LOW,1.4818000000000007,21.399997111621403,1.4818000000000007,-0.20000000000000018,-3.1250000000000027,15,300
TO3HH,TO,3,HIGH,HIGH,1.5250999999999992,25.900954451275414,1.5250999999999992,0.2999999999999998,4.411764705882351,NA,NA
TO3HL,TO,3,HIGH,LOW,3.3673999999999995,91.06249492955459,3.3673999999999995,0.6999999999999993,10.93749999999999,10,200
VF1LL,VF,1,LOW,LOW,7.0474000000000006,100.99889648451497,7.0474000000000006,NA,NA,8,114.28571428571428
VF1LH,VF,1,LOW,HIGH,-5.3961,-73.90298016873014,-5.3961,NA,NA,-2,-28.57142857142857
VF2LL,VF,2,LOW,LOW,3.0172,63.39321357285429,3.0172,NA,NA,5,100
VF2LH,VF,2,LOW,HIGH,-1.1187000000000005,-19.175194117344585,-1.1187000000000005,NA,NA,5,100
VF3LL,VF,3,LOW,LOW,2.8948,54.5622467250966,2.8948,NA,NA,NA,NA
VF3LH,VF,3,LOW,HIGH,0.9815999999999994,17.535460359426907,0.9815999999999994,NA,NA,3,42.857142857142854
VF4LL,VF,4,LOW,LOW,13.7508,233.41650965015023,13.7508,NA,NA,20,400
VF4LH,VF,4,LOW,HIGH,-6.2854,-85.80633711485167,-6.2854,NA,NA,1,20
VF5LL,VF,5,LOW,LOW,9.761699999999998,151.64512520971846,9.761699999999998,NA,NA,2,25
VF5LH,VF,5,LOW,HIGH,-4.188899999999999,-73.15833595305459,-4.188899999999999,NA,NA,0,0
VF6LL,VF,6,LOW,LOW,-0.5616000000000003,-9.641036205387039,-0.5616000000000003,NA,NA,2,25
VF6LH,VF,6,LOW,HIGH,-3.5551,-87.30599214145383,-3.5551,NA,NA,NA,NA
VF7LL,VF,7,LOW,LOW,4.4575,66.058567236729,4.4575,NA,NA,8,114.28571428571428
VF7LH,VF,7,LOW,HIGH,-6.4539,-84.09866826509604,-6.4539,NA,NA,NA,NA
VF8LL,VF,8,LOW,LOW,12.633199999999999,282.3944921316166,12.633199999999999,NA,NA,10,200
